rank,name,mean
species,Francisella adeliensis,3
species,Solilutibacter oculi,1
species,Massilia sp. YMA4,7
species,Nitratireductor sp. OM-1,2
species,Pectobacterium peruviense,7
species,Amycolatopsis albispora,4
species,Flavobacterium fluviale,6
species,Sphingomonas paucimobilis,3
species,Megasphaera hexanoica,6
species,Acetobacter sp. JWB,5
species,Raoultella sp. X13,8
species,Paracoccus suum,2
species,Runella rosea,3
species,Streptomyces globosus,7
species,Acidipropionibacterium virtanenii,3
species,Chromobacterium phragmitis,8
species,Aurantimicrobium sp. MWH-Uga1,1
species,Candidatus Thioglobus sp. NP1,1
species,Acidisarcina polymorpha,1
species,Paraburkholderia caledonica,6
species,Paraburkholderia graminis,6
species,Paraburkholderia terricola,5
species,Streptomyces sp. Go-475,6
species,Streptomyces atratus,6
species,Bacillus sp. DM2,10
species,[Mycoplasma] phocae,3
species,Leclercia sp. W17,8
species,Leclercia sp. W6,8
species,Salicibibacter kimchii,6
species,Ephemeroptericola cinctiostellae,4
species,Spiroplasma phoeniceum,1
species,Haloplanus rubicundus,2
species,Enterococcus gilvus,6
species,Euzebya pacifica,2
species,Flavobacterium arcticum,3
species,Streptomyces paludis,6
species,Deinococcus wulumuqiensis,3
species,Pseudothauera hydrothermalis,3
species,Vibrio splendidus,13.57
species,Malaciobacter halophilus,6
species,Malaciobacter mytili,6
species,Halarcobacter bivalviorum,4
species,Francisella opportunistica,3
species,Haemophilus haemolyticus,6
species,Neisseria subflava,4.12
species,Aquirhabdus parva,4
species,Ornithinimicrobium avium,2
species,Sporosarcina sp. PTS2304,9
species,Methanofervidicoccus sp. A16,2
species,Cardinium endosymbiont of Sogatella furcifera,1
species,Gemella sp. ND 6198,4
species,Oceanobacillus zhaokaii,10
species,Sulfitobacter sp. JL08,1
species,Sulfitobacter sp. SK011,1
species,Sulfitobacter sp. SK012,1
species,Sulfitobacter sp. SK025,3
species,Acidibrevibacterium fodinaquatile,1
species,Pseudomonas kribbensis,6
species,Kordia sp. SMS9,3
species,Cyclonatronum proteinivorum,3
species,Sphingomonas sp. FARSPH,2
species,Neisseria polysaccharea,4
species,Erythrobacter aureus,2
species,Brachybacterium saurashtrense,3
species,Aliarcobacter trophiarum,5
species,Bacteroides intestinalis,4
species,Spiroplasma alleghenense,2
species,Candidatus Chromulinivorax destructor,2
species,Burkholderia sp. IDO3,6
species,Cylindrospermopsis raciborskii,3
species,Saccharospirillum mangrovi,4
species,Lysobacter sp. TY2-98,2
species,Gallaecimonas mangrovi,6
species,Microbacterium foliorum,2
species,Megasphaera stantonii,6
species,Paraburkholderia caffeinilytica,6
species,Streptomyces sp. CB09001,6
species,Pectobacterium aquaticum,7
species,Metamycoplasma phocicerebrale,2
species,Austwickia chelonae,2
species,Streptomyces olivoreticuli,7
species,Candidatus Purcelliella pentastirinorum,1
species,Nitratidesulfovibrio sp. HK-II,4
species,Cupriavidus sp. P-10,6
species,Flavobacterium psychrotrophum,4
species,Thalassospira indica,4
species,Thermaerobacter sp. PB12/4term,2
species,Micromonospora sp. B006,3
species,Peribacillus butanolivorans,12.5
species,Mariniflexile sp. TRM1-10,2
species,Solimonas sp. K1W22B-7,2
species,Stenotrophomonas sp. G4,3
species,Streptomyces koyangensis,7
species,Salinimonas sediminis,5
species,Natrarchaeobaculum sulfurireducens,3
species,Acidilobus sp. 7A,1
species,Blastomonas fulva,2
species,Breoghania sp. L-A4,2
species,Maritalea myrionectae,2
species,Marinobacter sp. Arc7-DN-1,3
species,Dechloromonas sp. HYN0024,3
species,Chromobacterium rhizoryzae,8
species,Ruegeria sp. AD91A,3
species,Phaeobacter sp. LSS9,4
species,Alteromonas sp. BL110,5
species,Nostoc sphaeroides,4
species,Aquimarina sp. BL5,3
species,Aquimarina sp. AD1,3
species,Aquimarina sp. AD10,3
species,Streptomyces sp. CC0208,6
species,Vibrio sp. dhg,12
species,Aeromicrobium sp. A1-2,2
species,Deinococcus ficus,3
species,Novosphingobium sp. THN1,3
species,Erwinia persicina,7
species,Staphylococcus sp. M0911,7
species,Neorhizobium sp. SOG26,4
species,Pseudoalteromonas donghaensis,8
species,Lonsdalea britannica,7
species,Bombilactobacillus bombi,4
species,Arcobacter suis,5
species,Aliarcobacter skirrowii,4
species,Malaciobacter marinus,6
species,Vibrio alfacsensis,12.5
species,Profundibacter amoris,2
species,Arcobacter ellisii,5
species,Malaciobacter molluscorum,6
species,Komagataeibacter saccharivorans,5
species,Suicoccus acidiformans,4
species,Thermosynechococcus sichuanensis,1
species,Paraflavitalea soli,2
species,Meiothermus taiwanensis,2
species,Gordonia rubripertincta,4
species,Indioceanicola profundi,7
species,Rubrobacter indicoceani,1
species,Altererythrobacter sp. B11,2
species,Staphylococcus warneri,5.33
species,Oscillibacter sp. PEA192,3
species,cyanobacterium endosymbiont of Rhopalodia gibberula,2
species,Hydrogenophilus thermoluteolus,3
species,Capsulimonas corticalis,3
species,Thermobifida halotolerans,4
species,Hymenobacter oligotrophus,4
species,Mucilaginibacter celer,3
species,Deinococcus sp. RM,5
species,Alteromonas sp. RKMC-009,5
species,Methylocaldum marinum,2
species,Lactobacillus paragasseri,5.5
species,Mycobacterium pseudoshottsii,1
species,Pontibacter actiniarum,5
species,Lachnoanaerobaculum umeaense,5
species,Thermomonospora amylolytica,4
species,Chryseolinea soli,2
species,Paenibacillus lautus,8
species,Pseudooceanicola algae,3
species,Enterobacter huaxiensis,8
species,Pseudomonas cavernae,5
species,Paenisporosarcina cavernae,11
species,Streptomyces griseorubiginosus,6
species,Streptococcus respiraculi,4
species,Streptomyces sp. 11-1-2,6
species,[Bacillus] caldolyticus,9
species,Neorhizobium sp. NCHU2750,4
species,Clostridium fermenticellae,7
species,Arachidicoccus soli,2
species,Achromobacter sp. B7,4
species,Clostridium septicum,11
species,Borrelia turcica,1
species,Bartonella kosoyi,2
species,Bartonella krasnovii,2
species,Companilactobacillus zhachilii,4
species,Sphingobium sp. YG1,4
species,Sphingopyxis sp. EG6,1
species,Sphingopyxis sp. FD7,1
species,Streptococcus ruminantium,4
species,Sutterella megalosphaeroides,8
species,Zymobacter palmae,8
species,Cryobacterium soli,3
species,Sulfitobacter sp. D7,4
species,Micromonospora tulbaghiae,3
species,Vreelandella alkaliphila,6
species,Halobacteriovorax sp. BALOs_7,2
species,Mycobacterium paragordonae,1
species,Pseudomonas sp. DY-1,5
species,Apilactobacillus bombintestini,5
species,Gryllotalpicola protaetiae,2
species,Protaetiibacter intestinalis,1
species,Lactococcus allomyrinae,6
species,Streptococcus koreensis,4
species,Streptococcus gwangjuensis,4
species,Pseudomonas sp. Leaf58,7
species,Rhizobium jaguaris,3
species,Rhizobium sp. CCGE532,3
species,Rhizobium sp. CCGE531,3
species,Streptomyces hundungensis,8
species,Azoarcus sp. DN11,4
species,Christensenella minuta,2
species,Candidatus Phytoplasma ziziphi,2
species,Serratia sp. 1D1416,7
species,Lactiplantibacillus argentoratensis,5
species,Rhodococcus sp. P1Y,4
species,Corynebacterium xerosis,4
species,Aliarcobacter cryaerophilus,5
species,Sphingomonas paeninsulae,2
species,Streptomyces fungicidicus,6
species,Citrobacter pasteurii,8
species,Mesobacillus foraminis,11
species,Virgibacillus sp. Bac332,6
species,Metabacillus litoralis,19
species,Virgibacillus sp. Bac330,6
species,Bacillus vallismortis,10
species,Serratia sp. 3ACOL1,7
species,Flavobacterium sp. 140616W15,9
species,Acidovorax sp. 1608163,4
species,Chryseobacterium sp. 3008163,5
species,Alcaligenes aquatilis,3
species,Buttiauxella sp. 3AFRM03,8
species,Streptomyces dangxiongensis,6
species,Glutamicibacter nicotianae,5.67
species,Euzebyella marina,2
species,Parageobacillus toebii,9.67
species,Commensalibacter melissae,4
species,Pseudomonas sp. LTGT-11-2Z,5
species,Pseudomonas sp. LTJR-52,7
species,Serratia sp. P2ACOL2,7
species,Chryseobacterium sp. 6424,3
species,Nocardioides pantholopis,3
species,Georgenia faecalis,2
species,Actinoplanes teichomyceticus,6
species,Enterococcus avium,5.5
species,Sphingobium sp. LF-16,4
species,Polaromonas sp. SP1,1
species,Runella sp. SP2,3
species,Bathymodiolus thermophilus thioautotrophic gill symbiont,1
species,Cohnella candidum,9
species,Vibrio zhugei,9
species,Clostridium sp. JN-1,9
species,Staphylococcus debuckii,6
species,Serratia sp. LS-1,7
species,Janibacter melonis,2
species,Halarchaeum sp. CBA1220,2
species,Halorubrum sp. CBA1229,2
species,Shewanella algae,8
species,Streptomyces sp. ADI95-16,7
species,Leptospira kmetyi,2
species,Thermoanaerobacter ethanolicus,4
species,Caulobacter flavus,3
species,Niallia circulans,11
species,Klebsiella sp. P1CD1,7
species,Tetragenococcus osmophilus,5
species,Tetragenococcus koreensis,5
species,Sphingopyxis sp. OPL5,1
species,Propionibacterium acidifaciens,2
species,Bacillus sp. FDAARGOS_527,14
species,Acinetobacter sp. FDAARGOS_560,6
species,Acinetobacter sp. FDAARGOS_494,6
species,Acinetobacter sp. FDAARGOS_493,6
species,Enterococcus sp. FDAARGOS_553,5
species,Streptococcus sp. FDAARGOS_522,7
species,Streptococcus sp. FDAARGOS_521,7
species,Proteus vulgaris,7
species,Streptococcus sp. FDAARGOS_520,7
species,Chryseobacterium arthrosphaerae,6
species,Serratia sp. FDAARGOS_506,7
species,Klebsiella sp. FDAARGOS_511,8
species,Corynebacterium choanae,4
species,Corynebacterium gerontici,4
species,Corynebacterium pseudopelargi,4
species,Chryseobacterium shandongense,4.67
species,Chryseobacterium sp. G0201,6
species,Chryseobacterium sp. G0186,7
species,Chryseobacterium carnipullorum,7
species,Chryseobacterium sp. G0162,7
species,Chryseobacterium nakagawai,7.5
species,Chryseobacterium lactis,6
species,Chryseobacterium joostei,7
species,Chryseobacterium indoltheticum,6
species,Chryseobacterium bernardetii,7
species,Chryseobacterium balustinum,8
species,Microbacterium sp. ABRD28,1
species,Pseudomonas sp. CMR5c,5
species,Pseudomonas sessilinigenes,5
species,Pseudomonas sp. R5-89-07,6
species,Pseudomonas sp. R2-37-08W,6
species,Pseudomonas sp. R3-52-08,6
species,Pseudomonas sp. R3-18-08,6
species,Pseudomonas sp. R4-35-07,6
species,Pseudomonas sp. R1-43-08,6
species,Pseudomonas sp. R4-39-08,6
species,Pseudomonas sp. R11-23-07,6
species,Pseudomonas sp. LBUM920,5
species,Pseudomonas sp. R2-60-08W,6
species,Pseudomonas sp. R2-7-07,6
species,Pseudomonas sp. R4-34-07,6
species,Pigmentiphaga sp. H8,2
species,Cupriavidus pauculus,4
species,Gordonia insulae,2
species,Shewanella livingstonensis,8
species,Mycoplasma struthionis,3
species,Methylocystis rosea,1
species,Staphylospora marina,6
species,Paenibacillus sp. M-152,14
species,Microbacterium sp. Y-01,2
species,Haloplanus aerogenes,2
species,Plantibacter sp. PA-3-X8,2
species,Caenibius tardaugens,2
species,Nakamurella antarctica,3
species,Deinococcus psychrotolerans,3
species,Chryseobacterium taklimakanense,2
species,Kaistella daneshvariae,2
species,Epilithonimonas vandammei,3.5
species,Cloacibacterium normanense,2
species,Kaistella carnis,4
species,Rhodococcus sp. NJ-530,5
species,Kosakonia sp. CCTCC M2018092,7
species,Intestinibaculum porci,11
species,Phytobacter sp. MRY16-398,7
species,Erysipelothrix piscisicarius,3
species,Paenibacillus lentus,8
species,Microbacterium sp. 10M-3C3,1
species,Rickettsiales endosymbiont of Stachyamoeba lipophora,1
species,Scandinavium goeteborgense,7
species,Acinetobacter variabilis,7
species,Pseudomonas oryziphila,7
species,Tabrizicola piscis,2
species,Microcystis viridis,2
species,Nocardioides baekrokdamisoli,2
species,Paenibacillus baekrokdamisoli,9
species,Phascolarctobacterium faecium,5
species,Pseudonocardia autotrophica,4
species,Streptomyces sp. WAC 06738,5
species,Streptomyces sp. WAC 01438,6
species,Streptomyces sp. WAC 01529,6
species,Streptomyces sp. W1SF4,7
species,Streptomyces sp. KPB2,6
species,Vreelandella venusta,6
species,Pseudoalteromonas sp. Xi13,8
species,Paenibacillus albus,13
species,Flaviflexus salsibiostraticola,3
species,Iodobacter ciconiae,9
species,Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2,1
species,Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1,2
species,Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1,2
species,Mesorhizobium sp. M2A.F.Ca.ET.046.03.2.1,2
species,Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1,1
species,Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1,2
species,Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1,2
species,Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1,1
species,Bosea sp. Tri-49,2
species,Georhizobium profundi,2
species,Halocella sp. SP3-1,4
species,Streptomyces aquilus,6
species,Undibacterium parvum,6
species,Jeotgalibaca ciconiae,6
species,Staphylococcus cohnii,6
species,Shewanella khirikhana,8
species,Brevibacillus marinus,7
species,Streptomyces cyaneochromogenes,6
species,Streptococcus periodonticum,4
species,Nonlabens ponticola,2
species,Sulfuricystis multivorans,2
species,Staphylococcus caprae,5.6
species,Acidithiobacillus ferridurans,2
species,Acinetobacter ursingii,7
species,Blastochloris tepida,2
species,Desulfovibrio ferrophilus,3
species,Candidatus Rickettsiella viridis,2
species,Methylomusa anaerophila,4
species,Mycoavidus cysteinexigens,2
species,Parolsenella catena,4
species,Pelolinea submarina,1
species,Pseudanabaena sp. ABRG5-3,3
species,Aerosticca soli,2
species,Sphingobium amiense,2
species,Sphingosinicella microcystinivorans,1
species,Sulfodiicoccus acidiphilus,1
species,Sulfuriflexus mobilis,1
species,Sulfuritortus calidifontis,2
species,Flammeovirga pectinis,10
species,Maribacter sp. MJ134,2
species,Streptomyces luteoverticillatus,7
species,Silicimonas algicola,1
species,Flaviflexus ciconiae,3
species,Colwellia sp. Arc7-635,8
species,Rheinheimera mangrovi,6
species,Eikenella corrodens,4
species,Cellulosilyticum sp. WCF-2,11
species,Halorubrum sp. PV6,2
species,Thiomicrospira sp. S5,4
species,Anoxybacter fermentans,8
species,Paenibacillus lutimineralis,10
species,Butyricimonas faecalis,5
species,Microbacterium oxydans,2
species,Microbacterium lemovicicum,2
species,Entomomonas moraniae,4
species,Streptomyces griseoviridis,6
species,Marinobacter sp. NP-4(2019),3
species,Caldicellulosiruptor changbaiensis,3
species,Xanthomonas sp. ISO98C4,2
species,Neobacillus mesonae,14
species,Glycocaulis alkaliphilus,1
species,Sulfurivermis fontis,2
species,Actinoplanes sp. OR16,6
species,Thiomicrorhabdus aquaedulcis,3
species,Devosia sp. 1566,3
species,Rhodococcus sp. X156,3
species,Enterobacter sp. N18-03635,8
species,Parasedimentitalea marina,5
species,Agromyces sp. LHK192,2
species,Peribacillus asahii,19
species,Nautilia sp. PV-1,4
species,Clostridium sp. AWRP,9
species,Bacillus halotolerans,9.94
species,Peribacillus frigoritolerans,13.39
species,Salmonella sp. SSDFZ54,7
species,Salmonella sp. SSDFZ69,7
species,Paracoccus sp. Arc7-R13,3
species,Klebsiella sp. LY,8
species,Actinomyces wuliandei,3
species,Acidipropionibacterium jensenii,3.25
species,Rathayibacter rathayi,2
species,Rathayibacter iranicus,2
species,Rathayibacter festucae,2
species,Pseudomonas sp. RU47,6
species,Gordonia alkanivorans,4
species,Hahella sp. KA22,5
species,Pseudoalteromonas sp. R3,10
species,Acetobacter oryzoeni,5
species,Apibacter raozihei,3
species,Nocardioides yefusunii,6
species,Sporolactobacillus terrae,6.75
species,Clostridium manihotivorum,14
species,Aequorivita ciconiae,2
species,Pollutimonas thiosulfatoxidans,2
species,Leucobacter muris,2
species,Hydrogenovibrio thermophilus,3
species,Halorussus pelagicus,3
species,Geovibrio thiophilus,2
species,Gudongella oleilytica,4
species,Halobacillus litoralis,8
species,Actinomyces qiguomingii,3
species,Oenococcus sicerae,2
species,Brevundimonas diminuta,2
species,Candidatus Velamenicoccus archaeovorus,1
species,Clostridium sp. JN-9,8
species,Acidilutibacter cellobiosedens,5
species,Aminipila luticellarii,5
species,Caproiciproducens sp. NJN-50,3
species,Bacillus sp. WR11,10
species,Streptomyces sp. endophyte_N2,7
species,Streptomyces sp. M2,6
species,Klebsiella grimontii,8
species,Halorubrum sp. BOL3-1,3
species,Dyella sp. M7H15-1,2
species,Janthinobacterium sp. 17J80-10,3
species,Corynebacterium pelargi,4
species,Bradyrhizobium guangxiense,1
species,Bradyrhizobium zhanjiangense,1
species,Bradyrhizobium guangzhouense,1
species,Bradyrhizobium guangdongense,1
species,Bacteroides sp. PHL 2737,6
species,Proteus hauseri,7
species,Brevibacillus agri,13
species,Paenibacillus chitinolyticus,10.33
species,Salinibacterium sp. UTAS2018,2
species,Luteimonas sp. YGD11-2,2
species,Leisingera sp. NJS204,4
species,Candidatus Pseudomonas adelgestsugas,1
species,Pseudomonas sp. DTU12.3,6
species,Bacillus cabrialesii,10
species,Halorubrum ezzemoulense,2
species,Bifidobacterium pullorum,3
species,Microbacterium protaetiae,2
species,Xylanimonas allomyrinae,3
species,Paenibacillus protaetiae,9
species,Xylanimonas protaetiae,3
species,Agromyces protaetiae,3
species,Sphingosinicella sp. BN140058,3
species,Methylovirgula ligni,1
species,Solidesulfovibrio carbinolicus,3
species,Methylibium sp. Pch-M,1
species,Mesorhizobium sp. Pch-S,2
species,Muriicola soli,2
species,Flavobacterium dauae,6
species,Pseudolysobacter antarcticus,2
species,Pandoraea sp. XY-2,4
species,Iodobacter fluviatilis,10
species,Ktedonosporobacter rubrisoli,4
species,Leucobacter triazinivorans,2
species,Synechococcus sp. WH 8101,2
species,Cryobacterium sp. SO1,3
species,Blautia producta,5
species,Malaciobacter pacificus,5
species,Aliarcobacter thereius,4
species,'''Catharanthus roseus'' aster yellows phytoplasma',2
species,Pseudomonas tructae,7
species,Thalassococcus sp. S3,1
species,Mycoplasmopsis phocirhinis,2
species,Staphylococcus saccharolyticus,5
species,Thiomicrorhabdus indica,3
species,[Clostridium] scindens,4
species,Shewanella maritima,8
species,Janibacter limosus,2
species,Cohnella abietis,9
species,Limnobaculum zhutongyuii,7
species,Litorilituus sediminis,5
species,Fluviispira sanaruensis,5
species,endosymbiont of Sipalinus gigas,2
