rank,name,mean
species,Rossellomorea sp. KS-H15a,11
species,Desulfomicrobium sp. ZS1,3
species,Natronosalvus rutilus,1
species,Gilvimarinus sp. DA14,2
species,Macrococcus equipercicus,5
species,Macrococcus epidermidis,5
species,Halomonas sp. 3H,4
species,Sulfurospirillum sp. hDNRA2,3
species,Loktanella salsilacus,4
species,Chromobacterium sp. IIBBL 290-4,9
species,Haloarcula marina,3
species,Halorussus aquaticus,3
species,Niallia sp. RD1,11
species,Paraconexibacter antarcticus,1
species,Atlantibacter subterraneus,7
species,Natrinema caseinilyticum,2
species,Halomarina litorea,1
species,Halomicrococcus gelatinilyticus,2
species,Halomarina pelagica,1
species,Salinigranum marinum,2
species,Natrinema gelatinilyticum,2
species,Alcaligenes sp. NLF5-7,3
species,Glutamicibacter mysorens,6
species,Arcobacter roscoffensis,8
species,Flavobacterium bizetiae,7
species,Salinilacihabitans rarus,1
species,Natrinema marinum,2
species,Sphingobacterium sp. LZ7M1,4
species,Moraxella sp. FZLJ2107,4
species,Pseudomonas nunensis,6
species,Acinetobacter sp. Z1,6
species,Moraxella sp. FZLJ2109,4
species,Bartonella harrusi,2
species,Bacillus sp. KRF7,8
species,Haloglomus salinum,1
species,Natronosalvus amylolyticus,1
species,Halorarius halobius,1
species,Haloglomus halophilum,1
species,Natronomonas marina,1
species,Phenylobacterium sp. LH3H17,1
species,Streptomyces rapamycinicus,6
species,Neoehrlichia mikurensis,1
species,Halovivax gelatinilyticus,1
species,Alteromonas sp. LMIT006,3
species,Natronomonas gomsonensis,1
species,Rhodococcus sp. GA1,4
species,Mycoplasma bradburyae,2
species,Streptococcus toyakuensis,4
species,Rhizobium anhuiense,3
species,Photobacterium sanguinicancri,15
species,Photobacterium swingsii,17
species,Vibrio aerogenes,7
species,Vibrio comitans,9
species,Vibrio gallicus,9
species,Vibrio inusitatus,9
species,Vibrio mangrovi,8
species,Vibrio neonatus,9
species,Vibrio palustris,10
species,Vibrio pectenicida,10
species,Vibrio plantisponsor,10
species,Vibrio porteresiae,11
species,Vibrio rarus,10
species,Vibrio rhizosphaerae,8
species,Vibrio ruber,8
species,Aliamphritea hakodatensis,6
species,Aliamphritea ceti,6
species,Amphritea atlantica,5
species,Vibrio artabrorum,12
species,Vibrio celticus,14
species,Vibrio chagasii,14
species,Vibrio coralliirubri,14
species,Vibrio cortegadensis,14
species,Vibrio echinoideorum,15
species,Vibrio fortis,13
species,Vibrio gallaecicus,15
species,Vibrio lentus,7.5
species,Vibrio pelagius,13
species,Vibrio pomeroyi,14
species,Vibrio tasmaniensis,15
species,Vibrio toranzoniae,13
species,Vibrio ishigakensis,8
species,Methylorubrum sp. GM97,5
species,Pseudomonas sp. LRP2-20,7
species,Streptomyces nigrescens,6.5
species,Sphingomonas bisphenolicum,3
species,Methylomonas rapida,4
species,Glutamicibacter mishrai,6
species,Exiguobacterium aurantiacum,9
species,Rhodococcus gordoniae,4
species,Microbacterium maritypicum,2
species,Microcella humidisoli,1
species,Polaribacter dokdonensis,2
species,Janibacter sp. CX7,2
species,Arthrobacter sp. DNA4,5
species,Halorarius litoreus,1
species,Natronobeatus ordinarius,2
species,Natrononativus amylolyticus,2
species,Alkalihalobacillus sp. LMS6,8
species,Evansella sp. LMS18,10
species,Salipaludibacillus sp. LMS25,7
species,Shewanella sp. NFH-SH190041,10
species,Pandoraea sp. NE5,4
species,Burkholderia arboris,6
species,Lactobacillus intestinalis,4
species,Marinomonas rhizomae,8
species,Pseudomonas benzenivorans,5.33
species,Marinobacterium rhizophilum,6
species,Bacterioplanoides sp. SCSIO 12839,3
species,Kordiimonas sp. SCSIO 12610,2
species,Kordiimonas sp. SCSIO 12603,3
species,Bacillus sp. FS02,8
species,Chryseobacterium sp. MA9,6
species,Leucobacter aridicollis,3
species,Massilia sp. erpn,7
species,Streptomyces sp. CRCS-T-1,6
species,Corynebacterium pseudogenitalium,4
species,Corynebacterium genitalium,3
species,Photobacterium toruni,18.5
species,Flavobacterium cerinum,5
species,Sphingomonas qomolangmaensis,2
species,Comamonas sp. C11,9
species,Haloplanus salinarum,2
species,Halovivax cerinus,1
species,Mycoplasmopsis caviae,2
species,Mycoplasmopsis citelli,3
species,Mycoplasmopsis equigenitalium,1
species,Mycoplasmoides fastidiosum,1
species,Thermocaproicibacter melissae,3
species,Halobellus inordinatus,2
species,Microbacterium sp. J1-1,2
species,Thermomonas paludicola,2
species,Turicibacter bilis,9
species,Streptomyces sp. G11C(2021),7
species,Flavobacterium panici,5
species,Oceanobacillus jeddahense,7
species,Oceanobacillus oncorhynchi,7
species,Halococcus qingdaonensis,1
species,Cellulomonas wangsupingiae,2
species,Aeromicrobium duanguangcaii,2
species,Cellulomonas xiejunii,2
species,Cellulomonas chengniuliangii,3
species,Leptospira kirschneri,2
species,Mycoplasma sp. 1018B,2
species,Mycoplasma sp. 1578d,3
species,Mycoplasma sp. 2045,3
species,Mycoavidus sp. SF9855,2
species,Mycoplasma sp. 3686d,3
species,Acinetobacter colistiniresistens,6
species,Vibrio japonicus,11
species,Aeromicrobium wangtongii,2
species,Pseudomonas ficuserectae,5
species,Pseudomonas extremorientalis,5
species,Dolichospermum heterosporum,5
species,Colwellia sp. M166,7
species,Enterobacter cloacae complex sp. R_G8,8
species,Streptomyces changanensis,6
species,Acinetobacter sp. YH16040_T,7
species,Acinetobacter sp. YH16056_T,7
species,Acinetobacter sp. YH12068_T,7
species,Pseudomonas sp. T8,5
species,Sphingobium sp. CFD-1,2
species,Sphingobium sp. CFD-2,3
species,Streptomyces sp. NBC_00162,7
species,Streptomyces sp. CA-210063,6
species,Streptomyces sp. DSM 40750,6
species,Ruegeria sp. YS9,3
species,Paenimyroides aestuarii,6
species,Amycolatopsis roodepoortensis,4
species,Lysinibacillus sp. FN11,11
species,Sphingopyxis sp. DBS4,1
species,Vagococcus luciliae,6
species,Flavobacterium plurextorum,6
species,Fundicoccus culcitae,3
species,Nisaea acidiphila,3
species,Bacillus sp. K1,10
species,Methanoplanus endosymbiosus,5
species,Streptomyces yangpuensis,7
species,Streptomyces sp. KMM 9044,6
species,Nocardioides sp. B-3,2
species,Pandoraea commovens,4
species,Thermococcus thermotolerans,1
species,Pantoea sp. SOD02,7
species,Rhizobium sp. TH2,2
species,Mesorhizobium onobrychidis,2
species,Rhizobium sp. Pop5,3
species,Myroides albus,9
species,Bacillus sp. BAC,8
species,Mycoplasma iguanae,1
species,Clostridium sp. CM027,18
species,Haloferax larsenii,2
species,Burkholderia sp. EMB26,6
species,Coxiella-like endosymbiont,1
species,Pseudomonas sp. LS44,4
species,Gordonia mangrovi,3
species,Saccharopolyspora gregorii,4
species,Pseudomonas sp. CBS,5
species,Paenibacillus spongiae,9
species,Arthrobacter sp. CJ23,6
species,Pseudomonas sp. LS1212,8
species,Mesorhizobium sp. AR10,1
species,Mesorhizobium sp. AR07,2
species,Mesorhizobium sp. AR02,2
species,Pseudoalteromonas maricaloris,9
species,Pseudomonas sichuanensis,7
species,Pseudomonas sp. B21-048,6
species,Pseudomonas sp. B21-041,6
species,Pseudomonas sp. B21-040,6
species,Pseudomonas sp. B21-044,7
species,Pseudomonas sp. B21-047,7
species,Pseudomonas sp. B21-051,6
species,Pseudomonas sp. B21-036,6
species,Pseudomonas sp. B21-035,6
species,Pseudomonas sp. B21-032,6
species,Pseudomonas sp. B21-031,7
species,Pseudomonas sp. B21-028,5
species,Pseudomonas laurylsulfatiphila,6
species,Pseudomonas sp. B21-023,7
species,Pseudomonas wadenswilerensis,6
species,Pseudomonas sp. B21-021,6
species,Pseudomonas sp. B21-019,6
species,Pseudomonas sp. B21-017,6
species,Pseudomonas sp. B21-015,6
species,Pseudomonas sp. B21-012,6
species,Pseudomonas sp. B21-010,5
species,Pseudomonas sp. B21-009,6
species,Cellulomonas sp. NS3,2
species,Pseudarthrobacter sp. NS4,5
species,Bacteroides sp. BFG-257,4
species,Mesomycoplasma ovipneumoniae,1
species,Pectobacterium polonicum,7
species,Sphingomonas sp. SUN019,1
species,Sphingomonas sp. SUN039,1
species,Parabacteroides faecis,7
species,Nitrosomonas sp. PLL12,1
species,Actinokineospora sp. UTMC 2448,3
species,Massilia sp. H6,7
species,Wolbachia endosymbiont of Aedes albopictus,1
species,Mucilaginibacter sp. X4EP1,2
species,Fontisphaera persica,1
species,Brachybacterium sp. NBEC-018,3
species,Polaribacter sejongensis,5
species,Mesomycoplasma molare,2
species,Mycoplasma cottewii,2
species,Laceyella sacchari,11
species,Actinacidiphila bryophytorum,6
species,Pseudomonas sp. N3-W,6
species,Brucella sp. 2716,3
species,Brucella sp. 1315,3
species,Brucella sp. 2594,3
species,Microbacterium neungamense,2
species,Pseudomonas sp. HD6515,7
species,Halalkaliarchaeum sp. AArc-CO,2
species,Halanaeroarchaeum sp. HSR-CO,1
species,Dehalobacter sp. DCM,3
species,Wolbachia endosymbiont of Howardula sp.,1
species,Brucella pseudintermedia,4
species,Yersinia alsatica,7
species,Streptomyces carpaticus,5
species,Pseudomonas sp. GCEP-101,5
species,Aestuariispira ectoiniformans,3
species,Dactylosporangium fulvum,3
species,Aliiroseovarius crassostreae,3
species,Leisingera caerulea,4
species,Ruegeria conchae,3
species,Aliiroseovarius sp. M344,2
species,Jannaschia sp. M317,2
species,Leisingera sp. M523,4
species,Leisingera sp. M527,4
species,Ruegeria sp. B32,3
species,Sulfitobacter sp. M368,2
species,Sulfitobacter sp. S190,2
species,Sulfitobacter sp. W002,4
species,Sulfitobacter sp. W074,4
species,Sulfitobacter sp. S223,2
species,Sulfitobacter sp. W027,3
species,Leisingera sp. M658,4
species,Jannaschia sp. W003,2
species,Leisingera sp. S132,4
species,Alistipes ihumii,2
species,Alistipes shahii,2
species,Bacteroides sp. D2,5
species,Blautia obeum,6
species,Blautia sp. KLE_1732_HM_1032,7
species,Blautia wexlerae,7
species,Marvinbryantia formatexigens,3
species,Eshraghiella crossota,4
species,Catenibacterium mitsuokai,9
species,Intestinibacter bartlettii,12
species,Enterocloster asparagiformis,4
species,Thomasclavelia spiroformis,7
species,Dorea formicigenerans,6
species,Eubacterium ventriosum,4
species,Roseburia intestinalis,6
species,Ruminococcus gauvreauii,5
species,[Ruminococcus] lactaris,5
species,Subdoligranulum variabile,4
species,Enterobacter sp. CP102,7
species,Rhizobium sp. SRDI969,3
species,Rhizobium sp. WSM4643,3
species,Rhizobium sullae,3
species,Rhizobium sp. CB3060,3
species,Rhizobium sp. WSM1274,3
species,Rhizobium sophoriradicis,3
species,Bradyrhizobium sp. NC92,1
species,Bradyrhizobium huanghuaihaiense,1
species,Bradyrhizobium yuanmingense,1
species,Bradyrhizobium sp. CB1015,1
species,Mycolicibacterium brumae,2
species,Salinirubellus salinus,1
species,Sphingomonas endolithica,2
species,Taurinivorans muris,4
species,Salmonella sp. FORC89,7
species,Maribacter litopenaei,2
species,Chlorobaculum sp. MV4-Y,2
species,Sphingopyxis sp. PET50,1
species,Chryseobacterium oranimense,6
species,Deinococcus rubellus,3
species,Arthrobacter jinronghuae,6
species,Arthrobacter sp. zg-Y1171,5
species,Arthrobacter sp. zg-Y1110,5
species,Arthrobacter zhaoxinii,6
species,Flavobacterium sp. TR2,6
species,Mycobacterium sp. SMC-4,2
species,Mycobacterium sp. SMC-2,1
species,Mycobacterium sp. SMC-8,2
species,Occallatibacter riparius,1
species,Tunturiibacter lichenicola,1
species,Edaphobacter flagellatus,1
species,Dactylosporangium roseum,3
species,Dactylosporangium aurantiacum,3
species,Dactylosporangium matsuzakiense,2
species,Candidatus Mycosynbacter amalyticus,1
species,Comamonas squillarum,7
species,Limosilactobacillus oris,5
species,Campylobacter sp. RM16187,3
species,Sphingobacterium faecium,8
species,Ignicoccus pacificus,1
species,Novosphingobium sp. 9,4
species,Thalassolituus hydrocarboniclasticus,4
species,Paenibacillus andongensis,12
species,Vibrio sp. J502,11
species,Methanothermobacter wolfeii,2
species,Roseateles amylovorans,5
species,Photobacterium sp. TY1-4,13
species,Streptomyces sp. FZ201,6
species,Chryseobacterium paludis,5
species,Salmonella sp. 3C,7
species,Shewanella seohaensis,9
species,Bartonella sp. HY329,4
species,Bartonella sp. HY406,5
species,Bartonella sp. HY328,4
species,Curtobacterium poinsettiae,3
species,Paenarthrobacter sp. JL.01a,6
species,Phyllobacterium sp. A18/5-2,3
species,Devosia neptuniae,2
species,Enterobacter sp. 155105,8
species,Nitrosomonas sp. PLL12-2,1
species,Reichenbachiella agarivorans,2
species,Staphylococcus schleiferi,5.4
species,Staphylococcus sp. IVB6246,6
species,Staphylococcus sp. IVB6240,6
species,Staphylococcus sp. IVB6238,6
species,Staphylococcus sp. IVB6233,6
species,Staphylococcus sp. IVB6227,6
species,Staphylococcus sp. IVB6218,6
species,Staphylococcus sp. IVB6214,6
species,Staphylococcus ureilyticus,5
species,Burkholderia sp. S-53,6
species,Staphylococcus sp. IVB6181,6
species,Endozoicomonas euniceicola,8
species,Microbacterium azadirachtae,2
species,Wolbachia endosymbiont of Oryzaephilus surinamensis,1
species,Aminobacter sp. NyZ550,3
species,Reichenbachiella carrageenanivorans,2
species,Roseovarius pelagicus,1
species,Kosakonia sp. ML.JS2a,7
species,Chitiniphilus purpureus,3
species,Streptomyces cynarae,6
species,Streptomyces sp. HUAS 15-9,6
species,Streptomyces albidocamelliae,6
species,Psychrobacter sp. SC65A.3,5
species,Pseudomonas sp. YeP6b,6
species,Pseudomonas phytophila,5
species,Moraxella nasicaprae,4
species,Endozoicomonas sp. Mp262,8
species,Streptomyces sp. SCSIO ZS0520,6
species,Curtobacterium sp. Arg-1,3
species,Saccharopolyspora rosea,4
species,Pectobacterium sp. F1-1,7
species,Arthrobacter koreensis,5
species,Streptomyces sp. Je 1-4,7
species,Xanthomonas sp. AM6,2
species,Xanthomonas sp. CFBP 8443,2
species,Xanthomonas sp. CFBP 8445,2
species,Tolypothrix sp. PCC 7601,5
species,Halomonas sp. GD1P12,6
species,Halomonas sp. LR3S48,4
species,Halomonas sp. M4R1S46,4
species,Brachybacterium huguangmaarense,2
species,Sphingopyxis sp. GC21,1
species,Chryseobacterium sp. PET-29,5
species,Candidatus Kirkpatrickella diaphorinae,3
species,Qipengyuania sp. SS22,1
species,Microbacterium terricola,1
species,Saxibacter everestensis,3
species,Paenibacillus sp. PSB04,9
species,Bacillus sp. 41-22,14
species,Klebsiella sp. KP20-425-1,8
species,Methylobacterium flocculans,4
species,Halomonas qinghailakensis,6
species,Pollutimonas sp. M17,2
species,Microbacterium sp. M28,2
species,Oceanotoga sp. DSM 15011,7
species,Rhodococcus sp. Z13,4
species,Pseudomonas sp. Z8(2022),4
species,Candidatus Lokiarchaeum ossiferum,3
species,Streptomyces peucetius,6
species,Pelagibacterium flavum,1
species,Glutamicibacter sp. JL.03c,6
species,Leisingera thetidis,4
species,Tolypothrix sp. PCC 7712,5
species,Weizmannia sp. WK01,9
species,Streptomyces milbemycinicus,6
species,Brucella sp. MAB-22,4
species,Methanoculleus submarinus,1
species,Siccibacter colletis,7
species,Porphyrobacter sp. ULC335,1
species,Halomonas qaidamensis,6
species,Flavobacterium agricola,9
species,Pectobacterium cacticida,7
species,Halocatena marina,1
species,Flavobacterium sp. N1718,3
species,Flavobacterium sp. N1719,3
species,Flavobacterium sp. N1736,5
species,Flavobacterium sp. N1846,3
species,Flavobacterium sp. N1861,6
species,Flavobacterium sp. N1946,4
species,Flavobacterium sp. N1994,3
species,Flavobacterium sp. N2013,3
species,Flavobacterium sp. N2038,6
species,Flavobacterium sp. N2155,5
species,Flavobacterium sp. N2270,4
species,Flavobacterium sp. N2469,6
species,Flavobacterium sp. N2550,3
species,Flavobacterium sp. N2820,3
species,Flavobacterium sp. N3904,5
species,Flavobacterium sp. N501239,3
species,Flavobacterium sp. N502536,7
species,Flavobacterium sp. N502540,7
species,Flavobacterium sp. N503310,5
species,Streptomyces sp. BI87,7
species,Sphingomonas sp. R1,3
species,Arthrobacter sp. YA7-1,5
species,Alcaligenes sp. SMD-FA,3
species,Hymenobacter sp. YIM 151858-1,4
species,Hymenobacter sp. YIM 151500-1,3
species,Entomomonas sp. E2T0,4
species,Deinococcus aetherius,4
species,Aquiluna sp. KACHI24,1
species,Sediminibacterium sp. TEGAF015,2
species,Helicobacter heilmannii,2
species,Nitrosopumilus zosterae,1
species,Desulfolithobacter dissulfuricans,2
species,Caldinitratiruptor microaerophilus,4
species,Aureispira anguillae,4
species,Pseudodesulfovibrio portus,2
species,Vibrio sp. STUT-A11,12
species,Vibrio sp. STUT-A16,12
species,Rhodoluna sp. KAS3,1
species,Vulcanisaeta souniana,1
species,Vibrio gangliei,7
species,Virgibacillus natechei,6
species,Algoriphagus halophytocola,3
species,Caldimonas aquatica,2
species,Brevibacterium sp. JSBI002,4
species,Marinobacter sp. AN1,3
species,Brucella sp. JSBI001,4
species,Wolbachia endosymbiont of Drosophila pseudotakahashii,1
species,Rhodopseudomonas sp. P2A-2r,2
species,Pseudomonas sp. B21-059,5
species,Pseudomonas asplenii,6
species,Pseudomonas sp. B21-056,5
species,Pseudomonas sp. B21-054,5
species,Pseudomonas sp. B21-053,6
species,Bifidobacterium sp. FKU,4
species,Bifidobacterium sp. SKU,3
species,Bifidobacterium sp. TKU,3
species,Alkalimarinus alittae,5
species,Bosea sp. NBC_00550,2
species,Veillonella rogosae,4
species,Pseudomonas solani,4
species,Akkermansia biwaensis,3
species,Pantoea anthophila,7
species,Halomonas sp. BDJS001,6
species,Salinimicrobium tongyeongense,3
species,Cryobacterium sp. SO2,3
species,Rhodococcus antarcticus,2
species,Streptomyces endophytica,6
species,Prosthecochloris sp. SCSIO W1103,2
species,Prosthecochloris sp. SCSIO W1101,2
species,Marinimicrobium sp. C6131,2
species,Pseudomonas sp. KU26590,5
species,Sphingobacterium sp. KU25419,6
species,Fictibacillus sp. KU28468,8
species,Sphingomonas sp. M1-B02,1
species,Sphingomonas sp. S1-29,2
species,Streptomyces drozdowiczii,6
species,Brevibacterium spongiae,4
species,Qipengyuania spongiae,1
species,Pseudomonas kielensis,7
species,Yersinia sp. SCPM-O-B-9106 (C-191),7
species,Cellulomonas sp. S1-8,2
species,Lactobacillus sp. IBH004,4
species,Roseibium porphyridii,3
species,Streptococcus macedonicus,6
species,Cupriavidus cauae,4
species,Aquimarina sp. ERC-38,3
species,Desulfovibrio mangrovi,6
species,Streptomyces sp. Je 1-4 4N24,7
species,Streptomyces sp. Je 1-4 4N24_ara,7
species,Trichothermofontia sichuanensis,2
species,Thermoanaerobacter sp. RKWS2,4
species,Salmonella sp. 2018103,7
species,Methylococcus mesophilus,2
species,Haladaptatus caseinilyticus,2
species,Larkinella insperata,3
species,Chondrinema litorale,3
species,Dechloromonas sp. A34,4
species,Pontibacter kalidii,3
species,Clostridium sp. LQ25,7
species,Tellurirhabdus rosea,5
species,Caproicibacterium sp. BJN0003,3
species,Raoultella sp. DY2415,8
species,Chryseobacterium fluminis,8
species,Sneathiella aquimaris,3
species,Pseudomonas quebecensis,5
species,Halovenus salina,1
species,Sphingobium sp. JS3065,3
species,Streptomyces tanashiensis,7
species,Alkalimarinus sediminis,5
species,Thermus sp. PS18,2
species,Methylocystis sp. MJC1,3
species,Arthrobacter sp. CDRTa11,4
species,Pseudomonas sp. B111,2
species,Fervidibacillus halotolerans,6
species,Fervidibacillus albus,7
species,Microcella daejeonensis,2
species,Lacinutrix neustonica,3
species,Mycobacterium sp. Aquia_213,1
species,Streptomyces sp. NA13,7
species,Stutzerimonas sp. R40042,4
species,Streptomonospora nanhaiensis,5
species,Clostridium tagluense,17.5
species,Clostridium sp. CF011,17
species,Aeromonas sp. BC14,10
species,Alicyclobacillus dauci,11
species,Pseudescherichia vulneris,7
species,Alicyclobacillus fastidiosus,15
species,Streptomyces sp. EMB24,6
species,Arthrobacter sp. MMS18-M83,5
species,Methanogenium organophilum,4
species,Pseudomonas triclosanedens,4
species,Methanothermobacter sp. DP,2
species,Lacrimispora xylanolytica,6
species,Arthrobacter sp. FX8,5
species,Pseudomonas sp. GOM7,4
species,Mycobacterium sp. Aquia_216,1
species,Catenovulum adriaticum,7
species,Methylobacter sp. YRD-M1,4
species,Bartonella sp. HY761,5
species,Brevibacterium sp. BRM-1,3
species,Thermocoleostomius sinensis,3
species,Amycolatopsis cynarae,4
species,Kitasatospora sp. YST-16,9
species,Shewanella sp. DAU305,10
species,Pandoraea sp. XJJ-1,4
species,Rhodococcus sp. JS3073,4
species,Myxococcus sp. NMCA1,4
species,Caldicellulosiruptor morganii,3
species,Flavobacterium praedii,6
species,Pseudomonas huanghezhanensis,5
species,Streptomyces sp. Je 1-369,6
species,Candidatus Phytoplasma rubi,2
species,Flavobacterium marginilacus,5
species,Flavobacterium aestivum,5
species,Listeria newyorkensis,6
species,Arthrobacter sp. ATA002,6
species,Streptomyces sp. S465,6
species,Pseudomonas fortuita,6
species,Jiella pelagia,2
species,Lentilactobacillus terminaliae,6
species,Caldicellulosiruptor naganoensis,3
species,Corallococcus sp. NCRR,3
species,Nannocystis punicea,3
species,Rouxiella chamberiensis,7
species,Aurantiacibacter sp. MUD11,1
species,Pseudomonas sp. GXZC,6
species,Acinetobacter sp. TR11,6
species,Acinetobacter sp. TR3,6
species,Flavobacterium sp. IMCC34518,6
species,Flavobacterium flavigenum,5
species,Flavobacterium luteolum,6
species,Flavobacterium gelatinilyticum,5
species,Flavobacterium limnophilum,7
species,Flavobacterium aquiphilum,5
species,Flavobacterium eburneipallidum,3
species,Oxalobacter aliiformigenes,3.83
species,Oxalobacter vibrioformis,2
species,Peptostreptococcus equinus,5
species,Aeromicrobium sp. HA,2
species,Lentibacillus daqui,6
species,Acinetobacter sp. AOR07_HL,6
species,Jatrophihabitans cynanchi,1
species,Streptomyces cinnabarinus,6
species,Phenylobacterium sp. NIBR 498073,2
species,Salinivibrio proteolyticus,9
species,Sphingomonas sp. NIBR02145,2
species,Roseibium sp. Sym1,3
species,Hymenobacter canadensis,4
species,Providencia sp. 21OH12SH02B-Prov,7
species,Endozoicomonas sp. GU-1,7
species,Halopseudomonas sp. MFKK-1,4
species,Caulobacter sp. NIBR2454,2
species,Streptococcus alactolyticus,6
species,Flavobacterium lacustre,4
species,Maribacter halichondriae,2
species,Maribacter aestuarii,2
species,Streptomyces libani,7
species,Streptomyces tubercidicus,7
species,Denitrificimonas caeni,4
species,Paenalcaligenes faecalis,4
species,Desulfovibrio subterraneus,5
species,Actinarchaeum halophilum,2
species,Pantoea piersonii,7
species,Shewanella sp. MTB7,11
species,Sutcliffiella sp. NC1,12
species,Citricoccus sp. NR2,2
species,Zunongwangia sp. HRR-M8,4
species,Zunongwangia sp. HGR-M22,4
species,Candidatus Phytoplasma sacchari,2
species,Tepidiforma flava,1
species,Buttiauxella sp. WJP83,8
species,Thauera sp. WB-2,4
species,Bradyrhizobium xenonodulans,1
species,Pseudomonas sp. NY11382,7
species,Providencia sp. PROV188,7
species,Diaphorobacter sp. ED-3,3
species,Sphingomonas abietis,4
species,Streptomyces camelliae,6
species,Hymenobacter yonginensis,4
species,Acidocella sp. MX-AZ03,3
species,Kitasatospora cathayae,11
species,Sphingobacterium sp. SYP-B4668,6
species,Paenibacillus sp. SYP-B4298,8
species,Mycoplasmopsis edwardii,3
species,Kribbella sp. CA-293567,3
species,Bacteroides hominis,6
species,Bacillus sp. KICET-1,9
species,Corynebacterium sp. SCR221107,5
species,Hyphomicrobium sp. DMF-1,1
species,Kosakonia oryzendophytica,7
species,Homoserinibacter sp. YIM 151385,1
species,Aurantiacibacter sp. MUD61,1
species,Caulobacter sp. NIBR1757,2
species,Brevundimonas sp. NIBR10,2
species,Brevundimonas sp. NIBR11,2
species,Paracoccus sp. SCSIO 75233,2
species,Paracoccus sediminicola,2
species,Paracoccus albus,2
species,Paracoccus aerodenitrificans,2
species,Cellulophaga omnivescoria,4
species,Citrobacter sp. 21OH12SH02A-Citro,8
species,Teichococcus cervicalis,4
species,Chryseobacterium gambrini,6
species,Peptoniphilus equinus,3
species,Vulcanimicrobium alpinum,1
species,Paraprevotella clara,7
species,Cellulomonas sp. NTE-D12,2
species,Pseudodesulfovibrio nedwellii,3
species,Spiroplasma ixodetis,2
species,Massilia varians,7
species,Polynucleobacter sp. KF022,1
species,Polynucleobacter yangtzensis,1
species,Nocardia sputorum,3
species,Aurantimicrobium sp. INA4,1
species,Lysobacter auxotrophicus,2
species,Dyella sp. GSA-30,2
species,Flavobacterium sp. GSB-24,6
species,Limnohabitans sp. INBF002,2
species,Limnohabitans sp. TEGF004,2
species,Limnohabitans sp. MORI2,2
species,Candidatus Borrelia fainii,1
species,Thermodesulfomicrobium sp. WS,3
species,Methylocystis iwaonis,3
species,Oceanirhabdus sp. W0125-5,12
species,Tenacibaculum retecalamus,7
species,Tenacibaculum pacificus,9
species,Tenacibaculum ovolyticum,7
species,Achromobacter mucicolens,3.67
species,Sphingomonas sp. 7/4-4,2
species,Streptomyces goshikiensis,7
species,Ruminococcus sp. FMB-CY1,4
species,Pseudanabaena sp. Chao 1811,3
species,Halomonas sp. A020,6
species,Nitrosophilus kaiyonis,3
species,Polynucleobacter sp. SHI2,1
species,Polynucleobacter sp. SHI8,1
species,Chryseobacterium sp. CY350,5
species,Candidatus Phytoplasma oryzae,2
species,Nitratiruptor tergarcus,3
species,Streptomyces rubrogriseus,6
species,Streptomyces lienomycini,6
species,Tenacibaculum finnmarkense,7
species,Pseudomonas sp. Q1-7,4
species,Cutibacterium equinum,3
species,Pseudomonas sp. TUM22785,4
species,Streptomyces sp. HUAS 31,6
species,Microbacterium sp. nov. GSS16,2
species,Pseudoxanthomonas sp. JBR18,2
species,Pseudomonas sp. JBR1,5
species,Vibrio sp. SCSIO 43137,8
species,Brevibacterium sp. BDJS002,4
species,Sulfitobacter faviae,4
species,Paenibacillus thiaminolyticus,8
species,Staphylococcus sp. NRL 22/194,6
species,Enterococcus dispar,6
species,Pectobacterium sp. A5351,7
species,Streptococcus sp. HN38,4
species,Lysinibacillus sp. OF-1,11
species,Pseudomonas capeferrum,7
species,Marinicella sp. W31,2
species,Ningiella sp. W23,4
species,Baekduia alba,1
species,Streptomyces xanthophaeus,7
species,Aneurinibacillus sp. Ricciae_BoGa-3,21
species,Neisseria lisongii,4
species,Streptomyces sp. JCM 35825,6
species,Saprospira sp. CCB-QB6,3
species,Aneurinibacillus uraniidurans,15
species,Pseudomonas sp. WJP1,7
species,Thermus antranikianii,2
species,Microbacterium sp. EF45047,2
species,Flavobacterium sp. CBA20B-1,5
species,Acidovorax sp. NCPPB 3576,3
species,Acidovorax sp. GBBC 1281,3
species,Sphingomonas sp. QA11,2
species,Paraburkholderia bryophila,7
species,Streptomyces sp. M92,4
species,Micromonospora sp. LH3U1,3
species,Mycovorax composti,2
species,Iamia majanohamensis,1
species,Sphingobium sp. AntQ-1,4
species,Sphingomonas hankookensis,3
species,Paracoccus alcaliphilus,2
species,Paracoccus seriniphilus,3
species,Paracoccus stylophorae,2
species,Paracoccus fistulariae,2
species,Paracoccus saliphilus,2
species,Paracoccus aestuarii,3
species,Sorangium sp. Soce836,4
species,Methylobacterium sp. NMS14P,5
species,Mucilaginibacter jinjuensis,3
species,Acidovorax temperans,4
species,Paenibacillus kyungheensis,8
species,Limosilactobacillus portuensis,5
species,Sphingomonas naphthae,2
species,Novosphingobium humi,4
species,Corynebacterium massiliense,4
species,Corynebacterium ihumii,4
species,Corynebacterium heidelbergense,3
species,Corynebacterium jeddahense,4
species,Sphingobium sp. YC-XJ3,3
species,Photobacterium sp. GSS17,18
species,Acinetobacter sp. GSS19,7
species,Erythrobacter sp. BLCC-B19,1
species,Deinococcus aquaticus,3
species,Kutzneria chonburiensis,3
species,Caloramator sp. mosi_1,8
species,Streptomyces sp. MMBL 11-1,6
species,Nostoc sp. UHCC 0926,3
